date,customer_id,amount
2025-11-25,12,519.63
2025-11-25,37,3977.45
2025-11-24,24,1445.01
2025-11-24,6,205.45
2025-11-25,11,2840.81
2025-11-24,48,4001.66
2025-11-25,14,3100.9
2025-11-24,44,329.52
2025-11-24,6,1315.13
2025-11-25,10,2338.49
2025-11-24,23,1447.94
2025-11-25,22,1241.27
2025-11-24,10,4771.56
2025-11-24,4,2094.75
2025-11-25,25,925.99
2025-11-25,3,370.16
2025-11-25,14,2147.28
2025-11-24,46,4862.47
2025-11-24,33,2340.52
2025-11-25,32,709.66
2025-11-25,32,1722.7
2025-11-25,29,1231.35
2025-11-24,18,2761.51
2025-11-25,33,3833.46
2025-11-24,10,1967.77
2025-11-25,41,4754.82
2025-11-24,8,1528.01
2025-11-24,27,2665.5
2025-11-24,25,3214.49
2025-11-25,35,1009.84
2025-11-25,37,2267.52
2025-11-25,2,1812.0
2025-11-24,50,4281.62
2025-11-24,2,1505.26
2025-11-24,25,3250.49
2025-11-24,40,1584.49
2025-11-24,2,3930.21
2025-11-24,4,1094.69
2025-11-25,12,3539.65
2025-11-25,11,2009.11
2025-11-24,17,4288.37
2025-11-25,42,4665.32
2025-11-25,14,199.38
2025-11-24,34,2836.13
2025-11-24,29,3233.81
2025-11-24,11,4331.12
2025-11-25,4,4387.73
2025-11-24,28,2518.76
2025-11-24,38,458.34
2025-11-24,38,1191.82
2025-11-25,12,2524.66
2025-11-24,47,1138.19
2025-11-25,19,1074.15
2025-11-25,21,1754.82
2025-11-25,5,3279.8
2025-11-24,40,3024.05
2025-11-25,26,1381.76
2025-11-25,14,4019.21
2025-11-25,39,3688.45
2025-11-25,16,451.47
2025-11-24,32,4241.59
2025-11-24,50,1820.92
2025-11-25,30,934.2
2025-11-25,50,1736.58
2025-11-25,4,3996.69
2025-11-25,6,4951.77
2025-11-25,17,3124.71
2025-11-24,47,1273.0
2025-11-24,39,3597.76
2025-11-25,47,1386.92
2025-11-24,24,2049.94
2025-11-24,25,634.85
2025-11-24,48,3153.94
2025-11-24,33,2318.51
2025-11-25,43,3540.26
2025-11-25,36,2059.27
2025-11-24,8,280.19
2025-11-24,48,129.41
2025-11-24,40,2601.37
2025-11-25,6,3262.85
2025-11-25,25,296.17
2025-11-25,49,1396.1
2025-11-25,38,3012.43
2025-11-24,44,2733.32
2025-11-25,34,3939.29
2025-11-24,4,4071.36
2025-11-25,48,4001.77
2025-11-25,3,4703.25
2025-11-25,2,779.97
2025-11-24,50,4177.45
2025-11-25,37,4291.44
2025-11-25,47,4543.68
2025-11-24,40,4943.62
2025-11-25,32,477.24
2025-11-25,21,3238.04
2025-11-25,12,3537.01
2025-11-25,12,965.78
2025-11-24,30,274.8
2025-11-24,20,1662.16
2025-11-24,41,2775.79
2025-11-25,10,517.87
2025-11-25,41,3750.43
2025-11-24,5,3930.21
2025-11-25,2,1617.65
2025-11-25,25,4813.72
2025-11-24,32,1674.62
2025-11-24,33,3653.77
2025-11-24,20,1138.18
2025-11-25,33,1829.7
2025-11-25,7,1653.52
2025-11-25,3,4046.33
2025-11-25,30,435.68
2025-11-25,20,1591.44
2025-11-25,24,2115.82
2025-11-24,29,1528.34
2025-11-24,24,2776.65
2025-11-24,32,557.67
2025-11-25,22,2797.06
2025-11-24,23,912.92
2025-11-24,4,3415.18
2025-11-25,12,3005.47
2025-11-25,36,1294.92
2025-11-24,34,4514.1
2025-11-25,33,1155.37
2025-11-25,28,3720.58
2025-11-25,28,4896.75
2025-11-24,45,2846.57
2025-11-25,3,3229.22
2025-11-25,37,4980.31
2025-11-25,41,509.66
2025-11-24,24,2519.29
2025-11-24,26,3716.64
2025-11-24,12,3476.0
2025-11-24,14,3859.52
2025-11-24,24,4521.5
2025-11-24,5,151.71
2025-11-25,12,4973.36
2025-11-24,37,1603.11
2025-11-25,13,2098.54
2025-11-24,15,3555.66
2025-11-24,36,4359.75
2025-11-24,38,4964.56
2025-11-25,3,1449.97
2025-11-25,23,4697.87
2025-11-24,8,1993.16
2025-11-25,6,1423.0
2025-11-25,11,673.35
2025-11-24,37,1249.75
2025-11-24,26,1123.28
2025-11-24,22,4001.21
2025-11-25,50,2837.09
2025-11-25,24,449.13
2025-11-24,50,2024.61
2025-11-25,48,1786.3
2025-11-25,46,523.67
2025-11-25,17,3585.88
2025-11-24,29,4285.53
2025-11-24,46,3234.84
2025-11-25,27,3411.21
2025-11-25,35,492.72
2025-11-24,50,1498.04
2025-11-25,10,4948.58
2025-11-24,35,3298.55
2025-11-24,24,1452.17
2025-11-25,2,3976.03
2025-11-24,26,175.08
2025-11-24,24,702.49
2025-11-24,16,4847.78
2025-11-24,15,4597.86
2025-11-25,46,1280.21
2025-11-25,17,4493.86
2025-11-24,1,3675.52
2025-11-25,40,360.85
2025-11-24,45,3872.11
2025-11-25,25,140.51
2025-11-24,48,2105.12
2025-11-25,40,4177.93
2025-11-24,13,506.71
2025-11-25,21,2474.04
2025-11-25,44,4504.57
2025-11-24,12,4745.61
2025-11-25,16,940.15
2025-11-25,36,4527.89
2025-11-25,43,4644.73
2025-11-24,44,3252.23
2025-11-24,42,3832.77
2025-11-24,37,705.92
2025-11-24,41,3962.13
